mine_id,mine_name,state,district,date,year,month,planned_production_tonnes,actual_production_tonnes,production_variance_tonnes,production_achievement_pct,equipment_available_count,equipment_operating_count,equipment_downtime_hours,maintenance_hours,breakdown_count,planned_blasts,completed_blasts,blast_delay_hours,blast_delay_count,mine_depth_m,active_faces,working_hours,shift_hours,ore_grade_pct,ore_tonnage_available,rainfall_mm,temperature_c,soil_moisture,ventilation_delay_hours,ventilation_clearance_delay_hours,power_outage_hours,transport_delay_hours,manpower_available,production_lag_1d_tonnes,production_rolling_7d_mean_tonnes,production_target_tonnes,target_achieved,shortfall_tonnes,shortfall_pct,shortfall_flag,absenteeism_pct,overtime_hours,labor_strike_flag,steel_plant_demand_tonnes,manganese_price_index,order_backlog_tonnes,forest_clearance_status,pollution_shutdown_flag,mining_permission_active,is_monsoon_season_flag,road_condition_index,rake_availability_count,production_lag_1,production_rolling_7,equipment_utilization,downtime_ratio,blast_completion_rate,blast_delay_ratio,day_of_year
MOIL-07,Balaghat,Madhya Pradesh,Balaghat,2017-03-01,2017,3,23153.2,23041.2,-112.0,99.52,15,14,15.8,49.4,3,21,21,0.0,0,383,7,239.2,8.0,40.45,48078.6,16.7,29.8,0.191,2.3,0.9,5.1,0.3,766,22732.4,22577.3,23153.2,0,112.0,0.48,0,4.51,98.9,0,24577.1,105.92,1808.0,Active,0,1,0,81.6,11,22732.4,19720.18571428571,0.9333333333333333,1.975,1.0,0.0,60
MOIL-05,Chikla,Maharashtra,Bhandara,2017-03-01,2017,3,8419.4,8227.8,-191.6,97.72,9,9,9.7,41.9,1,15,15,0.0,0,160,5,239.2,8.0,38.75,15604.3,12.9,28.9,0.182,2.1,0.8,5.1,0.3,389,8201.2,8201.0,8419.4,0,191.6,2.28,0,4.21,95.7,0,8688.3,107.41,509.3,Active,0,1,0,87.9,11,8201.2,7050.928571428572,1.0,1.2125,1.0,0.0,60
MOIL-08,Sitapatore,Madhya Pradesh,Balaghat,2017-03-01,2017,3,7343.6,6938.0,-405.6,94.48,9,9,14.8,42.9,2,5,5,0.0,0,55,4,239.2,8.0,36.83,13111.3,12.8,30.1,0.183,0.2,0.1,3.6,2.0,359,7150.1,7013.3,7343.6,0,405.6,5.52,1,4.69,102.3,0,6221.6,110.79,0.0,Active,0,1,0,88.8,11,7150.1,6317.785714285715,1.0,1.85,1.0,0.0,60
MOIL-03,Kandri,Maharashtra,Nagpur,2017-03-01,2017,3,10524.2,10255.5,-268.7,97.45,10,9,1.0,48.9,0,12,12,0.0,0,245,5,239.2,8.0,39.67,17243.1,15.3,30.4,0.186,2.2,0.9,4.4,0.3,433,10078.9,10241.7,10524.2,0,268.7,2.55,0,3.97,98.1,0,9001.8,113.17,0.0,Active,0,1,0,86.9,10,10078.9,8942.257142857143,0.9,0.125,1.0,0.0,60
MOIL-02,Gumgaon,Maharashtra,Nagpur,2017-03-01,2017,3,8419.4,8120.9,-298.5,96.46,9,9,9.2,43.4,1,14,13,4.5,1,195,5,239.2,8.0,39.63,18352.9,15.0,29.0,0.193,2.1,1.1,1.7,0.6,388,7842.1,7863.3,8419.4,0,298.5,3.55,0,3.76,97.0,0,7178.9,111.4,0.0,Active,0,1,0,83.1,10,7842.1,7108.342857142857,1.0,1.15,0.9285714285714286,0.5625,60
MOIL-06,Dongri Buzurg,Maharashtra,Bhandara,2017-03-01,2017,3,5245.4,5163.4,-82.0,98.44,8,7,0.8,46.2,0,6,6,0.0,0,60,4,239.2,8.0,38.83,11477.2,12.3,29.5,0.181,0.1,0.0,2.8,1.7,305,5198.2,5132.4,5245.4,0,82.0,1.56,0,4.08,99.7,0,5231.4,110.15,81.5,Active,0,1,0,83.7,9,5198.2,4507.5142857142855,0.875,0.1,1.0,0.0,60
MOIL-01,Beldongri,Maharashtra,Nagpur,2017-03-01,2017,3,9471.8,8620.8,-851.0,91.02,10,9,18.7,40.0,3,13,12,5.9,1,210,5,239.2,8.0,38.35,18440.5,12.2,29.1,0.185,2.2,1.1,5.2,0.6,400,9147.8,9022.1,9471.8,0,851.0,8.98,1,5.24,91.7,0,8076.8,110.4,0.0,Active,0,1,0,80.2,10,9147.8,8133.414285714285,0.9,2.3375,0.9230769230769231,0.7375,60
MOIL-10,Ukwa,Madhya Pradesh,Balaghat,2017-03-01,2017,3,12629.0,12256.8,-372.2,97.05,11,11,9.9,51.2,1,13,12,6.0,1,220,5,239.2,8.0,39.16,21971.7,15.0,30.0,0.192,2.1,1.2,5.2,0.4,498,11814.2,12020.3,12629.0,0,372.2,2.95,0,4.13,90.0,0,11729.4,109.13,0.0,Active,0,1,0,77.9,9,11814.2,10451.828571428572,1.0,1.2375,0.9230769230769231,0.75,60
MOIL-02,Gumgaon,Maharashtra,Nagpur,2017-04-01,2017,4,8036.7,7433.8,-602.9,92.5,9,8,12.9,40.7,3,14,13,5.8,1,195,5,239.2,8.0,41.59,13806.8,9.6,34.5,0.175,2.1,0.7,2.6,0.4,401,8120.9,7798.9,8036.7,0,602.9,7.5,1,5.32,102.8,0,6580.3,110.8,0.0,Active,0,1,0,83.9,11,8120.9,7548.342857142858,0.8888888888888888,1.6125,0.9285714285714286,0.725,91
MOIL-09,Tirodi,Madhya Pradesh,Balaghat,2017-04-01,2017,4,10013.9,9864.8,-149.1,98.51,10,9,8.8,48.8,1,10,10,0.0,0,65,5,239.2,8.0,39.35,20929.6,10.8,34.8,0.165,0.1,0.1,2.0,1.7,440,10267.3,10099.9,10013.9,0,149.1,1.49,0,4.3,97.9,0,8779.1,110.48,0.0,Active,0,1,0,83.5,9,10267.3,9541.4,0.9,1.1,1.0,0.0,91
MOIL-08,Sitapatore,Madhya Pradesh,Balaghat,2017-04-01,2017,4,7009.8,6831.0,-178.8,97.45,9,8,0.6,49.8,0,9,9,0.0,0,55,4,239.2,8.0,38.85,13465.7,9.5,34.6,0.191,0.2,0.1,3.8,1.9,349,6938.0,6973.0,7009.8,0,178.8,2.55,0,4.9,103.6,0,6496.3,107.88,0.0,Active,0,1,0,88.4,10,6938.0,6711.742857142858,0.8888888888888888,0.075,1.0,0.0,91
MOIL-01,Beldongri,Maharashtra,Nagpur,2017-04-01,2017,4,9041.2,8921.4,-119.8,98.67,10,10,10.7,52.0,3,14,13,5.7,1,210,5,239.2,8.0,39.19,17193.8,8.7,35.5,0.19,2.1,1.2,5.0,0.3,425,8620.8,8896.7,9041.2,0,119.8,1.33,0,4.09,102.5,0,8045.8,110.4,0.0,Active,0,1,0,84.7,10,8620.8,8511.314285714285,1.0,1.3375,0.9285714285714286,0.7125,91
MOIL-05,Chikla,Maharashtra,Bhandara,2017-04-01,2017,4,8036.7,7826.8,-209.9,97.39,9,9,0.7,47.6,0,11,11,0.0,0,160,5,239.2,8.0,37.54,15026.1,10.4,33.8,0.172,2.2,1.4,3.4,0.2,402,8227.8,8085.3,8036.7,0,209.9,2.61,0,5.03,110.3,0,7266.0,111.51,0.0,Active,0,1,0,84.9,11,8227.8,7514.414285714286,1.0,0.0875,1.0,0.0,91
MOIL-04,Munsar,Maharashtra,Bhandara,2017-04-01,2017,4,9041.2,8790.0,-251.2,97.22,10,9,7.8,40.2,2,14,14,0.0,0,180,5,239.2,8.0,39.02,15290.7,8.0,34.1,0.161,2.0,0.8,2.3,0.4,411,9462.4,9200.7,9041.2,0,251.2,2.78,0,3.76,94.7,0,7790.0,113.53,0.0,Active,0,1,0,81.3,11,9462.4,8618.42857142857,0.9,0.975,1.0,0.0,91
MOIL-06,Dongri Buzurg,Maharashtra,Bhandara,2017-04-01,2017,4,5007.0,4828.4,-178.6,96.43,8,7,16.2,40.8,3,9,9,0.0,0,60,4,239.2,8.0,40.59,9583.3,11.2,33.6,0.185,0.2,0.1,3.5,2.0,324,5163.4,5063.3,5007.0,0,178.6,3.57,0,5.48,99.7,0,4646.4,111.99,0.0,Active,0,1,0,83.1,10,5163.4,4800.585714285714,0.875,2.025,1.0,0.0,91
MOIL-10,Ukwa,Madhya Pradesh,Balaghat,2017-04-01,2017,4,12055.0,11431.8,-623.2,94.83,11,10,11.1,43.8,2,14,14,0.0,0,220,5,239.2,8.0,37.75,25956.1,9.0,35.1,0.178,2.2,0.7,1.6,0.1,497,12256.8,11834.3,12055.0,0,623.2,5.17,1,3.81,96.7,0,10751.1,103.97,0.0,Active,0,1,0,84.2,9,12256.8,11128.414285714287,0.9090909090909091,1.3875,1.0,0.0,91
MOIL-03,Kandri,Maharashtra,Nagpur,2017-04-01,2017,4,10045.8,9814.6,-231.2,97.7,10,10,4.5,48.1,1,13,13,0.0,0,245,5,239.2,8.0,38.16,22058.8,8.4,34.2,0.177,2.1,0.8,1.4,0.3,451,10255.5,10049.7,10045.8,0,231.2,2.3,0,3.06,100.5,0,9601.4,106.44,0.0,Active,0,1,0,86.0,10,10255.5,9527.685714285713,1.0,0.5625,1.0,0.0,91
MOIL-07,Balaghat,Madhya Pradesh,Balaghat,2017-04-01,2017,4,22100.8,21692.2,-408.6,98.15,15,15,0.5,60.2,0,18,18,0.0,0,383,7,239.2,8.0,40.02,38596.2,8.0,33.8,0.159,2.0,0.7,4.2,0.2,748,23041.2,22488.6,22100.8,0,408.6,1.85,0,2.87,103.4,0,22675.0,115.49,813.4,Active,0,1,0,83.2,11,23041.2,21050.042857142857,1.0,0.0625,1.0,0.0,91
MOIL-07,Balaghat,Madhya Pradesh,Balaghat,2017-05-01,2017,5,21048.4,20556.4,-492.0,97.66,15,15,8.1,57.3,1,18,18,0.0,0,383,7,239.2,8.0,37.86,35684.2,16.4,37.7,0.213,2.1,1.0,2.3,0.5,751,21692.2,21763.3,21048.4,0,492.0,2.34,0,4.41,98.0,0,18700.9,106.25,0.0,Active,0,1,0,81.8,10,21692.2,21756.985714285714,1.0,1.0125,1.0,0.0,121
MOIL-08,Sitapatore,Madhya Pradesh,Balaghat,2017-05-01,2017,5,6676.0,6492.3,-183.7,97.25,9,9,1.1,37.3,0,6,6,0.0,0,55,4,239.2,8.0,40.93,11966.8,17.2,37.9,0.185,0.2,0.1,4.9,2.0,354,6831.0,6753.8,6676.0,0,183.7,2.75,0,3.42,99.4,0,6818.5,112.73,374.4,Active,0,1,0,79.8,10,6831.0,6935.942857142858,1.0,0.1375,1.0,0.0,121
MOIL-04,Munsar,Maharashtra,Bhandara,2017-05-01,2017,5,8610.7,8717.4,106.7,101.24,10,10,9.6,49.6,1,16,16,0.0,0,180,5,239.2,8.0,38.76,15245.7,17.0,38.1,0.182,2.3,0.9,4.9,0.4,408,8790.0,8989.9,8610.7,1,0.0,0.0,0,3.28,100.9,0,8917.5,111.3,154.5,Active,0,1,0,86.7,11,8790.0,8893.0,1.0,1.2,1.0,0.0,121
MOIL-10,Ukwa,Madhya Pradesh,Balaghat,2017-05-01,2017,5,11480.9,11130.3,-350.6,96.95,11,10,1.0,49.6,0,15,15,0.0,0,220,5,239.2,8.0,37.37,21524.7,15.4,38.6,0.204,2.2,0.8,4.4,0.5,481,11431.8,11606.3,11480.9,0,350.6,3.05,0,4.03,96.6,0,11626.3,109.32,368.7,Active,0,1,0,80.1,10,11431.8,11514.142857142857,0.9090909090909091,0.125,1.0,0.0,121
MOIL-06,Dongri Buzurg,Maharashtra,Bhandara,2017-05-01,2017,5,4768.5,4712.2,-56.3,98.82,8,8,11.2,35.3,2,7,7,0.0,0,60,4,239.2,8.0,37.18,9528.0,14.1,38.6,0.175,0.3,0.2,2.9,2.0,302,4828.4,4901.3,4768.5,0,56.3,1.18,0,3.31,106.7,0,4872.4,114.45,116.3,Active,0,1,0,84.2,10,4828.4,4939.985714285714,1.0,1.4,1.0,0.0,121
MOIL-02,Gumgaon,Maharashtra,Nagpur,2017-05-01,2017,5,7654.0,7281.9,-372.1,95.14,9,8,16.2,48.1,2,15,15,0.0,0,195,5,239.2,8.0,38.93,16771.0,19.7,38.1,0.196,2.1,0.8,3.8,0.9,382,7433.8,7612.2,7654.0,0,372.1,4.86,0,3.27,91.1,0,6627.5,106.68,0.0,Active,0,1,0,83.1,10,7433.8,7731.214285714285,0.8888888888888888,2.025,1.0,0.0,121
MOIL-03,Kandri,Maharashtra,Nagpur,2017-05-01,2017,5,9567.5,9252.0,-315.5,96.7,10,10,1.3,51.2,0,15,15,0.0,0,245,5,239.2,8.0,39.13,16357.8,18.8,37.2,0.223,2.1,1.4,3.2,0.5,450,9814.6,9774.0,9567.5,0,315.5,3.3,0,4.57,98.6,0,8453.2,110.32,0.0,Active,0,1,0,84.2,11,9814.6,9864.271428571428,1.0,0.1625,1.0,0.0,121
MOIL-05,Chikla,Maharashtra,Bhandara,2017-05-01,2017,5,7654.0,7184.6,-469.4,93.87,9,9,26.5,47.6,3,11,11,0.0,0,160,5,239.2,8.0,40.26,14207.2,13.2,37.7,0.205,2.2,0.8,3.9,0.2,388,7826.8,7746.4,7654.0,0,469.4,6.13,1,4.08,96.0,0,7164.0,106.42,0.0,Active,0,1,0,82.8,9,7826.8,7812.328571428572,1.0,3.3125,1.0,0.0,121
MOIL-09,Tirodi,Madhya Pradesh,Balaghat,2017-05-01,2017,5,9537.1,9149.6,-387.5,95.94,10,9,9.4,41.9,1,7,7,0.0,0,65,5,239.2,8.0,39.91,18425.8,15.4,38.1,0.176,0.3,0.2,1.3,2.0,440,9864.8,9760.6,9537.1,0,387.5,4.06,0,5.75,108.6,0,8609.3,111.31,0.0,Active,0,1,0,82.4,9,9864.8,9868.857142857143,0.9,1.175,1.0,0.0,121
MOIL-01,Beldongri,Maharashtra,Nagpur,2017-05-01,2017,5,8610.7,8383.5,-227.2,97.36,10,10,22.3,45.0,4,15,15,0.0,0,210,5,239.2,8.0,36.24,15729.2,14.8,37.1,0.2,2.1,1.4,4.1,0.4,401,8921.4,8641.9,8610.7,0,227.2,2.64,0,4.73,97.4,0,8202.9,112.58,0.0,Active,0,1,0,84.8,11,8921.4,8831.242857142857,1.0,2.7875,1.0,0.0,121
MOIL-08,Sitapatore,Madhya Pradesh,Balaghat,2017-06-01,2017,6,5674.6,5177.4,-497.2,91.24,9,6,24.3,42.1,2,8,7,2.4,1,55,3,231.2,8.0,37.06,9214.2,159.3,32.2,0.55,2.9,1.7,6.2,3.8,348,6492.3,6166.9,5674.6,0,497.2,8.76,1,5.11,74.5,0,4972.4,110.76,0.0,Active,0,1,1,62.1,8,6492.3,6944.614285714285,0.6666666666666666,3.0375,0.875,0.3,152
MOIL-04,Munsar,Maharashtra,Bhandara,2017-06-01,2017,6,7319.1,6825.5,-493.6,93.26,10,8,26.9,46.6,3,13,13,0.0,0,180,4,230.4,8.0,39.2,14177.8,172.7,31.7,0.55,4.8,2.9,6.8,3.2,417,8717.4,8111.0,7319.1,0,493.6,6.74,1,7.62,85.6,0,6312.8,106.11,0.0,Active,0,1,1,58.9,9,8717.4,8987.685714285715,0.8,3.3625,1.0,0.0,152
MOIL-03,Kandri,Maharashtra,Nagpur,2017-06-01,2017,6,8132.3,7631.3,-501.0,93.84,10,8,18.7,39.9,1,16,16,0.0,0,245,4,229.6,8.0,39.52,17441.9,201.1,33.8,0.55,5.0,2.2,8.0,2.7,436,9252.0,8899.3,8132.3,0,501.0,6.16,1,8.29,78.4,0,7962.2,109.53,261.5,Active,0,1,1,55.2,7,9252.0,9909.371428571429,0.8,2.3375,1.0,0.0,152
MOIL-05,Chikla,Maharashtra,Bhandara,2017-06-01,2017,6,6505.9,5342.6,-1163.3,82.12,9,7,37.8,48.3,3,15,12,15.3,3,160,4,229.6,8.0,39.8,11217.3,192.4,32.2,0.55,2.9,2.0,7.0,4.0,379,7184.6,6784.7,6505.9,0,1163.3,17.88,1,7.36,71.4,0,5384.9,110.1,29.3,Active,0,1,1,59.2,8,7184.6,7881.614285714286,0.7777777777777778,4.725,0.8,1.9125,152
MOIL-02,Gumgaon,Maharashtra,Nagpur,2017-06-01,2017,6,6505.9,5981.5,-524.4,91.94,9,8,28.2,45.9,4,11,11,0.0,0,195,4,231.2,8.0,41.46,11299.7,168.6,31.4,0.55,4.5,2.6,7.8,7.4,401,7281.9,6899.1,6505.9,0,524.4,8.06,1,6.39,83.2,0,5281.8,106.72,0.0,Active,0,1,1,61.1,7,7281.9,7688.742857142858,0.8888888888888888,3.525,1.0,0.0,152
MOIL-09,Tirodi,Madhya Pradesh,Balaghat,2017-06-01,2017,6,8106.5,7492.7,-613.8,92.43,10,8,19.6,41.7,1,9,7,4.5,2,65,4,229.6,8.0,40.44,14455.6,191.7,33.0,0.55,1.4,0.6,5.1,4.5,431,9149.6,8835.7,8106.5,0,613.8,7.57,1,7.15,74.4,0,7710.2,107.11,133.2,Active,0,1,1,57.2,7,9149.6,9905.185714285713,0.8,2.45,0.7777777777777778,0.5625,152
MOIL-07,Balaghat,Madhya Pradesh,Balaghat,2017-06-01,2017,6,17891.1,17122.8,-768.3,95.71,15,14,17.3,55.6,2,21,21,0.0,0,383,6,232.0,8.0,37.86,34107.3,149.2,32.2,0.515,4.7,1.7,6.9,3.3,748,20556.4,19790.5,17891.1,0,768.3,4.29,0,6.78,84.7,0,18234.1,113.17,936.3,Active,0,1,1,61.8,9,20556.4,21905.242857142857,0.9333333333333333,2.1625,1.0,0.0,152
MOIL-06,Dongri Buzurg,Maharashtra,Bhandara,2017-06-01,2017,6,4053.3,3823.7,-229.6,94.34,8,5,11.6,37.9,0,9,9,0.0,0,60,3,230.4,8.0,38.7,7738.3,174.5,32.1,0.55,3.4,1.6,6.9,9.6,308,4712.2,4454.8,4053.3,0,229.6,5.66,1,6.37,68.4,0,3619.5,101.85,0.0,Active,0,1,1,59.0,8,4712.2,4982.371428571429,0.625,1.45,1.0,0.0,152
MOIL-01,Beldongri,Maharashtra,Nagpur,2017-06-01,2017,6,7319.1,6743.2,-575.9,92.13,10,8,15.5,51.4,1,16,16,0.0,0,210,4,230.4,8.0,42.68,13249.2,185.3,30.8,0.55,2.7,1.8,7.3,8.2,419,8383.5,8016.0,7319.1,0,575.9,7.87,1,7.17,70.7,0,6768.7,108.85,19.2,Active,0,1,1,62.4,7,8383.5,8856.57142857143,0.8,1.9375,1.0,0.0,152
MOIL-10,Ukwa,Madhya Pradesh,Balaghat,2017-06-01,2017,6,9758.8,8980.1,-778.7,92.02,11,10,26.8,45.3,2,17,17,0.0,0,220,4,231.2,8.0,36.95,21039.0,163.2,31.4,0.55,4.0,2.7,7.0,6.8,480,11130.3,10514.1,9758.8,0,778.7,7.98,1,6.65,77.2,0,9292.8,111.12,297.4,Active,0,1,1,64.2,7,11130.3,11574.157142857142,0.9090909090909091,3.35,1.0,0.0,152
MOIL-01,Beldongri,Maharashtra,Nagpur,2017-07-01,2017,7,6458.0,6009.5,-448.5,93.05,10,7,16.5,39.9,0,12,11,4.3,1,210,4,226.4,8.0,38.97,11777.1,247.7,27.8,0.55,4.1,2.8,7.3,7.7,426,6743.2,7045.4,6458.0,0,448.5,6.94,1,8.72,63.9,0,5353.3,108.85,0.0,Active,0,1,1,55.0,7,6743.2,8534.32857142857,0.7,2.0625,0.9166666666666666,0.5375,182
MOIL-05,Chikla,Maharashtra,Bhandara,2017-07-01,2017,7,5740.5,5149.7,-590.8,89.71,9,7,28.7,48.8,2,13,12,3.4,1,160,4,225.6,8.0,37.4,12546.9,276.9,26.9,0.55,5.8,3.9,8.4,8.5,384,5342.6,5892.3,5740.5,0,590.8,10.29,1,8.73,51.9,0,4632.6,111.89,0.0,Active,0,1,1,50.7,5,5342.6,7521.128571428571,0.7777777777777778,3.5875,0.9230769230769231,0.425,182
MOIL-02,Gumgaon,Maharashtra,Nagpur,2017-07-01,2017,7,5740.5,4792.1,-948.4,83.48,9,6,58.3,44.9,5,13,12,5.9,1,195,4,225.6,8.0,38.79,12104.7,272.3,27.4,0.55,3.3,1.8,8.5,11.7,386,5981.5,6018.5,5740.5,0,948.4,16.52,1,7.9,66.9,0,4181.6,113.95,0.0,Active,0,1,1,48.0,5,5981.5,7456.171428571429,0.6666666666666666,7.2875,0.9230769230769231,0.7375,182
MOIL-04,Munsar,Maharashtra,Bhandara,2017-07-01,2017,7,6458.0,5560.0,-898.0,86.09,10,7,37.9,44.1,5,15,14,3.5,1,180,4,227.2,8.0,36.5,13301.7,242.5,26.6,0.55,5.8,3.3,7.2,6.8,409,6825.5,7034.3,6458.0,0,898.0,13.91,1,7.57,71.2,0,5767.1,108.83,191.2,Active,0,1,1,53.5,8,6825.5,8670.542857142858,0.7,4.7375,0.9333333333333333,0.4375,182
MOIL-09,Tirodi,Madhya Pradesh,Balaghat,2017-07-01,2017,7,7152.8,6004.9,-1147.9,83.95,10,8,42.0,44.0,4,7,4,14.7,3,65,4,227.2,8.0,39.16,14386.4,233.2,26.7,0.55,1.4,0.6,6.4,8.2,446,7492.7,7549.1,7152.8,0,1147.9,16.05,1,8.32,80.0,0,5964.1,106.45,0.0,Active,0,1,1,58.6,7,7492.7,9556.414285714285,0.8,5.25,0.5714285714285714,1.8375,182
MOIL-06,Dongri Buzurg,Maharashtra,Bhandara,2017-07-01,2017,7,3576.4,3065.3,-511.1,85.71,8,4,27.7,44.7,3,9,8,2.9,1,60,3,225.6,8.0,38.87,7516.1,263.0,27.2,0.55,5.1,3.0,9.5,12.9,324,3823.7,3867.1,3576.4,0,511.1,14.29,1,7.67,64.0,0,2759.5,104.65,0.0,Active,0,1,1,47.4,5,3823.7,4820.528571428571,0.5,3.4625,0.8888888888888888,0.3625,182
MOIL-08,Sitapatore,Madhya Pradesh,Balaghat,2017-07-01,2017,7,5007.0,4275.9,-731.1,85.4,9,6,36.1,46.0,3,6,4,9.4,2,55,3,224.0,8.0,39.05,10868.9,293.2,27.8,0.55,5.1,1.8,7.3,9.9,357,5177.4,5315.2,5007.0,0,731.1,14.6,1,9.34,73.7,0,4035.3,110.4,0.0,Under Review,0,0,1,49.1,5,5177.4,6667.342857142858,0.6666666666666666,4.5125,0.6666666666666666,1.175,182
MOIL-03,Kandri,Maharashtra,Nagpur,2017-07-01,2017,7,7175.6,6175.7,-999.9,86.07,10,7,35.3,40.2,2,13,11,7.2,2,245,4,225.6,8.0,41.12,11946.9,271.0,26.7,0.55,7.3,5.0,9.7,7.2,438,7631.3,7686.3,7175.6,0,999.9,13.93,1,7.94,76.0,0,6581.8,106.68,275.3,Active,0,1,1,49.7,7,7631.3,9613.614285714286,0.7,4.4125,0.8461538461538461,0.9,182
MOIL-07,Balaghat,Madhya Pradesh,Balaghat,2017-07-01,2017,7,15786.3,14749.4,-1036.9,93.43,15,13,23.1,61.6,1,19,19,0.0,0,383,6,225.6,8.0,39.53,27729.1,271.5,28.4,0.55,5.9,4.0,8.6,5.9,741,17122.8,17476.2,15786.3,0,1036.9,6.57,1,8.76,74.0,0,15710.4,106.59,541.9,Active,0,1,1,52.3,7,17122.8,21239.399999999998,0.8666666666666667,2.8875,1.0,0.0,182
MOIL-10,Ukwa,Madhya Pradesh,Balaghat,2017-07-01,2017,7,8610.7,7304.2,-1306.5,84.83,11,8,45.4,46.9,3,13,12,5.7,1,220,3,224.0,8.0,38.77,15412.2,309.9,27.4,0.55,7.9,2.9,8.5,8.6,487,8980.1,9138.2,8610.7,0,1306.5,15.17,1,9.28,48.4,0,7011.8,106.62,0.0,Active,0,1,1,48.8,6,8980.1,11267.285714285714,0.7272727272727273,5.675,0.9230769230769231,0.7125,182
MOIL-09,Tirodi,Madhya Pradesh,Balaghat,2017-08-01,2017,8,7438.9,6474.6,-964.3,87.04,10,7,31.2,40.0,5,6,6,0.0,0,65,4,228.0,8.0,40.79,13593.6,226.8,26.9,0.55,1.1,0.3,7.3,10.2,429,6004.9,6657.4,7438.9,0,964.3,12.96,1,7.67,76.9,0,6744.3,108.03,204.8,Active,0,1,1,58.0,6,6004.9,9024.057142857144,0.7,3.9,1.0,0.0,213
MOIL-01,Beldongri,Maharashtra,Nagpur,2017-08-01,2017,8,6716.4,5743.6,-972.8,85.52,10,8,50.0,44.9,4,12,9,9.9,3,210,4,224.0,8.0,37.17,11025.2,295.9,27.1,0.55,6.0,1.9,7.3,11.1,423,6009.5,6165.4,6716.4,0,972.8,14.48,1,9.95,64.2,0,5794.0,105.21,60.2,Active,0,1,1,41.7,7,6009.5,8160.5428571428565,0.8,6.25,0.75,1.2375,213
MOIL-02,Gumgaon,Maharashtra,Nagpur,2017-08-01,2017,8,5970.1,5378.1,-592.0,90.08,9,7,32.6,42.3,2,14,13,5.7,1,195,4,228.0,8.0,38.24,12747.5,230.5,25.3,0.55,5.1,3.3,7.3,3.8,379,4792.1,5383.9,5970.1,0,592.0,9.92,1,6.58,52.0,0,5699.2,112.63,352.0,Active,0,1,1,52.3,7,4792.1,7011.328571428572,0.7777777777777778,4.075,0.9285714285714286,0.7125,213
MOIL-10,Ukwa,Madhya Pradesh,Balaghat,2017-08-01,2017,8,8955.1,7810.2,-1144.9,87.21,11,9,24.2,46.4,1,14,12,11.4,2,220,4,227.2,8.0,37.49,15535.6,236.3,27.6,0.55,5.0,3.1,8.6,10.6,497,7304.2,8031.5,8955.1,0,1144.9,12.78,1,7.18,76.0,0,7245.0,110.82,0.0,Active,0,1,1,52.1,8,7304.2,10701.057142857142,0.8181818181818182,3.025,0.8571428571428571,1.425,213
MOIL-07,Balaghat,Madhya Pradesh,Balaghat,2017-08-01,2017,8,16417.8,15464.2,-953.6,94.19,15,13,23.2,50.1,1,19,19,0.0,0,383,6,227.2,8.0,37.45,35858.0,240.3,25.7,0.55,6.5,3.1,6.1,7.3,742,14749.4,15778.8,16417.8,0,953.6,5.81,1,8.09,68.0,0,13758.4,108.38,0.0,Active,0,1,1,50.0,6,14749.4,20264.67142857143,0.8666666666666667,2.9,1.0,0.0,213
MOIL-06,Dongri Buzurg,Maharashtra,Bhandara,2017-08-01,2017,8,3719.5,3172.6,-546.9,85.3,8,5,27.5,40.3,2,7,5,4.2,2,60,2,224.0,8.0,39.69,8150.5,302.6,26.8,0.55,3.0,1.3,10.6,12.8,306,3065.3,3353.9,3719.5,0,546.9,14.7,1,9.49,60.7,0,3054.1,107.86,0.0,Active,0,1,1,42.6,6,3065.3,4546.671428571429,0.625,3.4375,0.7142857142857143,0.525,213
MOIL-05,Chikla,Maharashtra,Bhandara,2017-08-01,2017,8,5970.1,5021.2,-948.9,84.11,9,7,55.6,37.4,7,11,10,2.5,1,160,4,225.6,8.0,40.64,12467.5,269.2,27.3,0.55,5.1,2.1,8.9,11.4,397,5149.7,5171.2,5970.1,0,948.9,15.89,1,6.77,76.2,0,4611.3,114.24,0.0,Active,0,1,1,47.1,5,5149.7,7158.099999999999,0.7777777777777778,6.95,0.9090909090909091,0.3125,213
MOIL-03,Kandri,Maharashtra,Nagpur,2017-08-01,2017,8,7462.6,6872.8,-589.8,92.1,10,8,34.8,43.0,3,14,13,2.9,1,245,4,227.2,8.0,37.61,15344.2,236.8,26.8,0.55,5.5,2.9,7.8,6.2,450,6175.7,6893.3,7462.6,0,589.8,7.9,1,8.02,79.7,0,6179.9,114.46,0.0,Active,0,1,1,52.6,7,6175.7,9085.542857142857,0.8,4.35,0.9285714285714286,0.3625,213
MOIL-04,Munsar,Maharashtra,Bhandara,2017-08-01,2017,8,6716.4,6296.7,-419.7,93.75,10,8,29.5,40.5,3,16,16,0.0,0,180,4,226.4,8.0,39.08,11076.1,258.2,26.1,0.55,5.4,2.5,9.3,11.6,415,5560.0,6227.4,6716.4,0,419.7,6.25,1,8.81,64.7,0,6391.9,105.35,94.5,Active,0,1,1,53.5,8,5560.0,8235.214285714286,0.8,3.6875,1.0,0.0,213
