mine_id,mine_name,state,district,date,year,month,planned_production_tonnes,actual_production_tonnes,production_variance_tonnes,production_achievement_pct,equipment_available_count,equipment_operating_count,equipment_downtime_hours,maintenance_hours,breakdown_count,planned_blasts,completed_blasts,blast_delay_hours,blast_delay_count,mine_depth_m,active_faces,working_hours,shift_hours,ore_grade_pct,ore_tonnage_available,rainfall_mm,temperature_c,soil_moisture,ventilation_delay_hours,ventilation_clearance_delay_hours,power_outage_hours,transport_delay_hours,manpower_available,production_lag_1d_tonnes,production_rolling_7d_mean_tonnes,production_target_tonnes,target_achieved,shortfall_tonnes,shortfall_pct,shortfall_flag,absenteeism_pct,overtime_hours,labor_strike_flag,steel_plant_demand_tonnes,manganese_price_index,order_backlog_tonnes,forest_clearance_status,pollution_shutdown_flag,mining_permission_active,is_monsoon_season_flag,road_condition_index,rake_availability_count
MOIL-02,Gumgaon,Maharashtra,Nagpur,2021-12-01,2021,12,8702.3,8899.0,196.7,102.26,9,8,4.6,42.1,1,13,13,0.0,0,195,5,240.0,8.0,40.07,14045.7,4.5,19.4,0.164,2.0,0.8,3.8,0.1,378,8499.0,8345.8,8702.3,1,0.0,0.0,0,4.53,101.8,0,8373.4,134.52,0.0,Active,0,1,0,88.3,11
MOIL-02,Gumgaon,Maharashtra,Nagpur,2022-01-01,2022,1,9634.6,9483.2,-151.4,98.43,9,9,15.6,42.0,2,15,15,0.0,0,195,5,239.2,8.0,38.05,15573.1,10.2,22.4,0.178,2.1,0.6,3.3,0.4,392,8899.0,8960.4,9634.6,0,151.4,1.57,0,3.15,104.3,0,9425.9,143.06,0.0,Active,0,1,0,83.9,11
MOIL-02,Gumgaon,Maharashtra,Nagpur,2022-02-01,2022,2,9813.0,9647.3,-165.7,98.31,9,9,1.4,46.4,0,15,15,0.0,0,195,5,239.2,8.0,37.11,19312.5,21.1,24.7,0.182,2.3,0.9,3.1,0.8,401,9483.2,9343.2,9813.0,0,165.7,1.69,0,4.33,93.5,0,9997.2,140.98,193.4,Active,0,1,0,86.7,10
MOIL-02,Gumgaon,Maharashtra,Nagpur,2022-03-01,2022,3,9813.0,9557.7,-255.3,97.4,9,8,0.8,46.6,0,14,14,0.0,0,195,5,239.2,8.0,39.32,18017.3,11.4,29.2,0.181,2.1,1.2,1.4,0.3,402,9647.3,9562.7,9813.0,0,255.3,2.6,0,4.03,102.7,0,9335.4,139.2,0.0,Active,0,1,0,87.7,11
MOIL-02,Gumgaon,Maharashtra,Nagpur,2022-04-01,2022,4,9367.0,8761.7,-605.3,93.54,9,8,8.0,38.5,1,12,12,0.0,0,195,5,239.2,8.0,38.48,19845.9,8.4,34.4,0.161,2.2,1.2,3.9,0.3,390,9557.7,9322.2,9367.0,0,605.3,6.46,1,4.25,96.5,0,8545.6,140.13,0.0,Active,0,1,0,82.9,10
MOIL-02,Gumgaon,Maharashtra,Nagpur,2022-05-01,2022,5,8920.9,8599.0,-321.9,96.39,9,8,5.0,46.5,1,13,13,0.0,0,195,5,239.2,8.0,38.97,14558.2,16.3,38.8,0.2,2.3,1.5,4.4,0.3,385,8761.7,8972.8,8920.9,0,321.9,3.61,0,4.29,103.7,0,9005.7,137.82,259.7,Active,0,1,0,83.6,9
MOIL-02,Gumgaon,Maharashtra,Nagpur,2022-06-01,2022,6,7582.8,6971.1,-611.7,91.93,9,7,31.5,38.7,3,12,12,0.0,0,195,4,231.2,8.0,40.77,12849.4,168.8,31.3,0.55,2.7,1.2,6.1,6.3,388,8599.0,8110.6,7582.8,0,611.7,8.07,1,7.8,72.5,0,7610.4,143.7,378.4,Active,0,1,1,68.6,7
MOIL-02,Gumgaon,Maharashtra,Nagpur,2022-07-01,2022,7,6690.7,5898.0,-792.7,88.15,9,7,30.5,40.8,3,13,10,8.9,3,195,3,224.0,8.0,38.44,11880.8,340.9,27.8,0.55,4.2,1.9,8.8,11.8,398,6971.1,7156.0,6690.7,0,792.7,11.85,1,9.27,58.2,0,6127.3,141.96,186.4,Active,0,1,1,47.4,5
MOIL-02,Gumgaon,Maharashtra,Nagpur,2022-08-01,2022,8,6958.3,6153.0,-805.3,88.43,9,6,43.7,44.3,3,15,12,14.0,3,195,4,226.4,8.0,40.46,14112.1,251.2,27.2,0.55,6.2,3.2,8.8,4.0,374,5898.0,6340.7,6958.3,0,805.3,11.57,1,7.75,72.2,0,5715.6,139.14,0.0,Active,0,1,1,50.1,6
MOIL-02,Gumgaon,Maharashtra,Nagpur,2022-09-01,2022,9,7850.4,6888.6,-961.8,87.75,9,8,38.7,45.1,6,11,10,5.7,1,195,4,230.4,8.0,37.32,17085.5,182.4,26.0,0.55,2.9,0.9,8.3,8.3,384,6153.0,6313.2,7850.4,0,961.8,12.25,1,8.49,61.4,0,7615.6,140.39,673.2,Active,0,1,1,57.1,8
MOIL-02,Gumgaon,Maharashtra,Nagpur,2022-10-01,2022,10,9099.4,8673.0,-426.4,95.31,9,9,16.6,44.9,4,11,11,0.0,0,195,5,237.6,8.0,40.47,18161.6,42.9,27.2,0.261,2.7,1.6,3.5,1.2,378,6888.6,7238.2,9099.4,0,426.4,4.69,0,4.47,96.5,0,8160.9,144.6,0.0,Active,0,1,0,78.4,9
MOIL-02,Gumgaon,Maharashtra,Nagpur,2022-11-01,2022,11,9813.0,9801.5,-11.5,99.88,9,8,1.0,38.3,0,12,12,0.0,0,195,5,239.2,8.0,38.03,19577.9,15.5,23.5,0.186,2.3,1.4,4.5,0.4,390,8673.0,8454.4,9813.0,0,11.5,0.12,0,3.94,84.2,0,10142.0,139.21,187.0,Active,0,1,0,81.0,9
MOIL-02,Gumgaon,Maharashtra,Nagpur,2022-12-01,2022,12,9723.8,9408.3,-315.5,96.76,9,8,6.5,42.4,1,11,11,0.0,0,195,5,240.0,8.0,37.36,19011.7,4.7,20.3,0.155,2.0,1.3,2.2,0.2,392,9801.5,9294.3,9723.8,0,315.5,3.24,0,3.69,87.8,0,8761.1,136.92,0.0,Active,0,1,0,84.0,10
MOIL-02,Gumgaon,Maharashtra,Nagpur,2023-01-01,2023,1,10125.5,9891.4,-234.1,97.69,9,8,9.7,39.4,1,11,11,0.0,0,195,5,239.2,8.0,39.77,17073.0,11.4,21.5,0.175,2.1,0.9,2.3,0.3,381,9408.3,9700.4,10125.5,0,234.1,2.31,0,3.88,88.8,0,10932.7,147.33,529.4,Active,0,1,0,88.2,9
MOIL-02,Gumgaon,Maharashtra,Nagpur,2023-02-01,2023,2,10313.0,9928.8,-384.2,96.27,9,9,1.1,46.2,0,14,14,0.0,0,195,5,239.2,8.0,36.6,19717.9,16.5,24.1,0.197,2.1,1.2,3.6,0.3,385,9891.4,9742.8,10313.0,0,384.2,3.73,0,4.01,92.4,0,10382.5,147.41,338.1,Active,0,1,0,82.9,9
MOIL-02,Gumgaon,Maharashtra,Nagpur,2023-03-01,2023,3,10313.0,10229.5,-83.5,99.19,9,8,7.9,49.0,1,13,13,0.0,0,195,5,239.2,8.0,39.76,19533.7,11.9,28.9,0.181,2.1,1.1,4.9,0.5,379,9928.8,10016.6,10313.0,0,83.5,0.81,0,3.96,107.6,0,10146.6,144.44,0.0,Active,0,1,0,87.5,9
MOIL-02,Gumgaon,Maharashtra,Nagpur,2023-04-01,2023,4,9844.2,9503.1,-341.1,96.53,9,9,16.6,42.9,2,14,14,0.0,0,195,5,240.0,8.0,39.18,21445.4,7.2,34.1,0.184,2.0,1.0,1.3,0.3,378,10229.5,9887.1,9844.2,0,341.1,3.46,0,3.57,97.2,0,8966.2,146.15,0.0,Active,0,1,0,81.8,11
MOIL-02,Gumgaon,Maharashtra,Nagpur,2023-05-01,2023,5,9375.5,8835.0,-540.5,94.24,9,8,8.4,42.1,1,11,11,0.0,0,195,5,239.2,8.0,35.02,18583.5,15.9,37.3,0.194,2.1,0.9,1.6,0.3,380,9503.1,9522.5,9375.5,0,540.5,5.77,1,3.21,87.6,0,9209.2,145.71,232.4,Active,0,1,0,82.1,11
MOIL-02,Gumgaon,Maharashtra,Nagpur,2023-06-01,2023,6,7969.1,7387.9,-581.2,92.71,9,8,16.1,38.3,1,13,12,4.8,1,195,4,230.4,8.0,38.62,14504.3,175.4,32.8,0.55,5.0,1.7,5.9,4.4,382,8835.0,8575.3,7969.1,0,581.2,7.29,1,6.28,83.2,0,7350.0,142.35,0.0,Active,0,1,1,58.9,8
MOIL-02,Gumgaon,Maharashtra,Nagpur,2023-07-01,2023,7,7031.6,6519.1,-512.5,92.71,9,7,20.0,44.5,0,14,12,4.1,2,195,3,224.0,8.0,38.43,12269.2,309.5,28.1,0.55,3.3,1.5,8.8,13.1,391,7387.9,7580.7,7031.6,0,512.5,7.29,1,8.25,60.6,0,6599.0,141.89,59.7,Active,0,1,1,45.0,7
MOIL-02,Gumgaon,Maharashtra,Nagpur,2023-08-01,2023,8,7312.9,6219.4,-1093.5,85.05,9,7,36.2,39.1,4,11,10,2.4,1,195,4,225.6,8.0,37.89,12981.4,274.5,25.6,0.55,5.8,3.5,7.1,12.7,388,6519.1,6708.8,7312.9,0,1093.5,14.95,1,8.83,45.7,0,6609.6,144.58,318.9,Active,0,1,1,48.0,5
MOIL-02,Gumgaon,Maharashtra,Nagpur,2023-09-01,2023,9,8250.4,7811.2,-439.2,94.68,9,7,24.8,47.2,3,12,11,2.5,1,195,4,231.2,8.0,38.79,15877.8,158.6,28.6,0.532,2.7,1.9,5.0,6.4,374,6219.4,6849.9,8250.4,0,439.2,5.32,1,6.42,68.6,0,8484.7,142.05,636.6,Active,0,1,1,59.2,9
MOIL-02,Gumgaon,Maharashtra,Nagpur,2023-10-01,2023,10,9563.0,9263.5,-299.5,96.87,9,8,10.6,43.9,1,13,13,0.0,0,195,5,236.8,8.0,39.63,17423.2,56.2,27.8,0.283,2.6,1.7,3.6,2.0,396,7811.2,7764.7,9563.0,0,299.5,3.13,0,5.05,99.9,0,10427.3,141.43,881.9,Active,0,1,0,84.0,10
MOIL-02,Gumgaon,Maharashtra,Nagpur,2023-11-01,2023,11,10313.0,10161.2,-151.8,98.53,9,9,7.1,48.2,2,12,11,5.7,1,195,5,239.2,8.0,38.6,18265.8,11.7,22.8,0.179,2.2,0.7,1.7,0.5,388,9263.5,9078.6,10313.0,0,151.8,1.47,0,4.82,94.2,0,10893.9,146.82,717.0,Active,0,1,0,84.2,11
MOIL-02,Gumgaon,Maharashtra,Nagpur,2023-12-01,2023,12,10219.2,10223.6,4.4,100.04,9,9,7.4,49.4,1,11,11,0.0,0,195,5,240.0,8.0,38.1,17676.9,4.9,20.8,0.151,2.1,1.3,5.0,0.1,399,10161.2,9882.8,10219.2,1,0.0,0.0,0,4.17,90.9,0,10313.7,147.43,58.0,Active,0,1,0,90.5,11
MOIL-02,Gumgaon,Maharashtra,Nagpur,2024-01-01,2024,1,10771.6,10529.3,-242.3,97.75,9,9,0.9,39.0,0,13,13,0.0,0,195,5,239.2,8.0,37.53,19976.4,13.7,22.3,0.187,2.1,0.9,2.5,0.6,398,10223.6,10304.7,10771.6,0,242.3,2.25,0,4.11,106.2,0,10732.6,147.01,242.5,Active,0,1,0,84.4,11
MOIL-02,Gumgaon,Maharashtra,Nagpur,2024-02-01,2024,2,10971.1,11070.7,99.6,100.91,9,8,14.1,44.1,2,11,11,0.0,0,195,5,239.2,8.0,38.17,20491.0,18.1,24.5,0.182,2.1,0.9,5.3,0.7,383,10529.3,10607.9,10971.1,1,0.0,0.0,0,2.46,87.1,0,12303.2,150.13,795.8,Active,0,1,0,85.8,10
MOIL-02,Gumgaon,Maharashtra,Nagpur,2024-03-01,2024,3,10971.1,10972.8,1.7,100.02,9,8,0.8,39.9,0,14,14,0.0,0,195,5,239.2,8.0,39.14,21272.2,12.1,29.9,0.176,2.2,1.1,3.0,0.4,391,11070.7,10857.6,10971.1,1,0.0,0.0,0,3.07,100.9,0,10224.2,145.98,0.0,Active,0,1,0,81.8,9
MOIL-02,Gumgaon,Maharashtra,Nagpur,2024-04-01,2024,4,10472.4,10174.9,-297.5,97.16,9,9,15.0,38.0,2,15,15,0.0,0,195,5,239.2,8.0,40.43,22777.1,9.6,34.8,0.185,2.1,0.7,5.0,0.2,388,10972.8,10739.5,10472.4,0,297.5,2.84,0,4.25,104.2,0,11625.5,150.57,934.7,Active,0,1,0,86.6,10
MOIL-02,Gumgaon,Maharashtra,Nagpur,2024-05-01,2024,5,9973.7,9770.9,-202.8,97.97,9,9,6.5,38.1,1,15,15,0.0,0,195,5,239.2,8.0,37.92,18100.4,15.8,38.3,0.209,2.3,1.0,2.6,0.5,376,10174.9,10306.2,9973.7,0,202.8,2.03,0,4.14,103.3,0,10436.7,145.22,705.7,Active,0,1,0,86.6,9
MOIL-02,Gumgaon,Maharashtra,Nagpur,2024-06-01,2024,6,8477.6,7573.4,-904.2,89.33,9,7,19.6,44.2,1,11,10,3.1,1,195,4,231.2,8.0,38.78,18623.5,172.2,32.0,0.55,4.7,1.6,6.9,5.9,390,9770.9,9173.1,8477.6,0,904.2,10.67,1,7.0,76.8,0,7702.5,151.7,95.7,Active,0,1,1,57.8,7
MOIL-02,Gumgaon,Maharashtra,Nagpur,2024-07-01,2024,7,7480.3,7057.7,-422.6,94.35,9,7,21.4,45.8,1,12,12,0.0,0,195,4,228.8,8.0,36.7,15771.5,216.1,27.2,0.55,4.2,2.6,9.0,6.9,378,7573.4,8134.0,7480.3,0,422.6,5.65,1,8.05,70.6,0,7299.8,154.12,259.0,Active,0,1,1,58.9,8
MOIL-02,Gumgaon,Maharashtra,Nagpur,2024-08-01,2024,8,7779.5,6710.4,-1069.1,86.26,9,6,52.9,42.2,5,14,13,2.7,1,195,4,226.4,8.0,37.32,15442.9,258.7,26.9,0.55,3.6,1.1,6.6,10.3,383,7057.7,7113.8,7779.5,0,1069.1,13.74,1,8.08,59.8,0,6581.1,153.66,0.0,Active,0,1,1,52.7,8
MOIL-02,Gumgaon,Maharashtra,Nagpur,2024-09-01,2024,9,8776.9,8456.3,-320.6,96.35,9,7,19.4,46.7,2,11,10,2.4,1,195,4,232.8,8.0,38.5,16274.1,141.1,27.4,0.494,4.3,2.5,4.1,2.4,375,6710.4,7408.1,8776.9,0,320.6,3.65,0,7.68,75.4,0,9045.9,147.87,667.0,Active,0,1,1,67.6,9
MOIL-02,Gumgaon,Maharashtra,Nagpur,2024-10-01,2024,10,10173.2,9470.8,-702.4,93.1,9,9,25.8,39.8,3,14,14,0.0,0,195,5,237.6,8.0,38.81,21629.2,46.8,26.9,0.277,2.5,1.7,5.5,0.8,400,8456.3,8212.5,10173.2,0,702.4,6.9,1,5.84,102.9,0,10829.7,151.08,1513.1,Active,0,1,0,81.3,9
MOIL-02,Gumgaon,Maharashtra,Nagpur,2024-11-01,2024,11,10971.1,10655.5,-315.6,97.12,9,8,9.1,38.4,1,14,14,0.0,0,195,5,239.2,8.0,38.65,21249.9,16.0,23.4,0.193,2.1,1.3,2.1,0.7,401,9470.8,9527.5,10971.1,0,315.6,2.88,0,4.5,105.9,0,11416.9,150.06,415.6,Active,0,1,0,82.9,9
MOIL-02,Gumgaon,Maharashtra,Nagpur,2024-12-01,2024,12,10871.3,10066.6,-804.7,92.6,9,9,10.9,46.2,2,11,11,0.0,0,195,5,240.0,8.0,39.13,22680.3,4.3,20.7,0.152,2.1,0.8,2.0,0.1,392,10655.5,10064.3,10871.3,0,804.7,7.4,1,2.26,108.9,0,11298.6,149.28,631.5,Active,0,1,0,87.3,11
MOIL-02,Gumgaon,Maharashtra,Nagpur,2025-01-01,2025,1,11270.1,11170.8,-99.3,99.12,9,8,9.5,37.8,1,11,11,0.0,0,195,5,239.2,8.0,39.55,22566.4,10.8,21.2,0.171,2.1,0.7,2.8,0.3,386,10066.6,10631.0,11270.1,0,99.3,0.88,0,2.74,103.6,0,10517.4,150.1,0.0,Active,0,1,0,86.1,11
MOIL-02,Gumgaon,Maharashtra,Nagpur,2025-02-01,2025,2,11478.8,11033.2,-445.6,96.12,9,8,8.7,40.2,2,15,15,0.0,0,195,5,239.2,8.0,38.15,22113.7,19.8,24.1,0.194,2.4,1.3,2.3,0.9,387,11170.8,10756.9,11478.8,0,445.6,3.88,0,4.85,102.5,0,12389.7,154.8,1538.4,Active,0,1,0,76.9,11
MOIL-02,Gumgaon,Maharashtra,Nagpur,2025-03-01,2025,3,11478.8,11454.7,-24.1,99.79,9,9,4.6,45.7,1,11,11,0.0,0,195,5,239.2,8.0,37.68,24822.8,14.9,30.1,0.202,2.1,1.2,1.7,0.6,373,11033.2,11219.6,11478.8,0,24.1,0.21,0,4.13,93.8,0,11185.5,151.18,0.0,Active,0,1,0,85.3,11
MOIL-02,Gumgaon,Maharashtra,Nagpur,2025-04-01,2025,4,10957.0,10665.3,-291.7,97.34,9,9,11.5,46.4,2,11,11,0.0,0,195,5,240.0,8.0,38.41,17919.2,7.3,34.2,0.176,2.1,0.6,4.1,0.3,377,11454.7,11051.1,10957.0,0,291.7,2.66,0,4.03,110.6,0,10053.7,155.92,0.0,Active,0,1,0,83.7,11
MOIL-02,Gumgaon,Maharashtra,Nagpur,2025-05-01,2025,5,10435.3,10302.8,-132.5,98.73,9,9,5.5,38.7,1,11,11,0.0,0,195,5,239.2,8.0,37.36,19879.5,13.8,37.5,0.189,2.1,0.9,3.8,0.2,385,10665.3,10807.6,10435.3,0,132.5,1.27,0,5.16,104.6,0,10840.2,153.98,360.2,Active,0,1,0,81.7,11
MOIL-02,Gumgaon,Maharashtra,Nagpur,2025-06-01,2025,6,8870.0,8123.6,-746.4,91.59,9,7,28.7,39.9,3,11,11,0.0,0,195,4,231.2,8.0,39.41,14459.9,161.9,32.3,0.55,3.6,1.5,4.5,6.1,381,10302.8,9697.2,8870.0,0,746.4,8.41,1,6.69,72.5,0,7858.1,149.56,0.0,Active,0,1,1,62.6,9
MOIL-02,Gumgaon,Maharashtra,Nagpur,2025-07-01,2025,7,7826.4,6732.3,-1094.1,86.02,9,7,56.7,41.9,6,13,13,0.0,0,195,4,224.8,8.0,38.52,13116.5,285.0,27.4,0.55,6.5,2.8,7.3,7.2,394,8123.6,8386.2,7826.4,0,1094.1,13.98,1,10.11,55.1,0,6871.8,154.09,92.2,Active,0,1,1,48.4,5
MOIL-02,Gumgaon,Maharashtra,Nagpur,2025-08-01,2025,8,8139.5,7202.7,-936.8,88.49,9,7,21.6,44.0,1,14,14,0.0,0,195,4,226.4,8.0,37.8,17133.7,260.1,26.4,0.55,4.2,1.7,9.1,5.0,395,6732.3,7352.9,8139.5,0,936.8,11.51,1,8.3,67.9,0,7799.1,152.63,391.2,Active,0,1,1,49.6,8
MOIL-02,Gumgaon,Maharashtra,Nagpur,2025-09-01,2025,9,9183.0,8382.5,-800.5,91.28,9,8,21.2,43.4,2,12,10,5.8,2,195,4,231.2,8.0,37.42,18960.4,169.1,27.3,0.55,5.3,3.6,5.7,4.6,389,7202.7,7439.2,9183.0,0,800.5,8.72,1,6.5,57.6,0,9641.4,154.55,718.1,Active,0,1,1,65.5,8
MOIL-02,Gumgaon,Maharashtra,Nagpur,2025-10-01,2025,10,10644.0,10402.4,-241.6,97.73,9,9,3.8,48.7,0,14,14,0.0,0,195,5,236.8,8.0,39.93,20623.0,56.4,27.3,0.285,2.7,1.0,2.6,1.7,392,8382.5,8662.5,10644.0,0,241.6,2.27,0,6.69,85.8,0,10530.2,162.52,151.9,Active,0,1,0,74.3,10
MOIL-02,Gumgaon,Maharashtra,Nagpur,2025-11-01,2025,11,11478.8,11117.8,-361.0,96.86,9,8,4.7,40.3,1,11,11,0.0,0,195,5,239.2,8.0,37.13,22737.3,11.5,24.6,0.18,2.2,1.5,3.0,0.3,400,10402.4,9967.6,11478.8,0,361.0,3.14,0,4.44,102.0,0,11722.7,154.33,643.0,Active,0,1,0,82.3,10
MOIL-02,Gumgaon,Maharashtra,Nagpur,2025-12-01,2025,12,11374.4,11089.8,-284.6,97.5,9,9,16.8,43.8,3,12,12,0.0,0,195,5,240.0,8.0,38.13,23750.2,4.2,22.4,0.153,2.0,0.7,2.2,0.1,394,11117.8,10870.0,11374.4,0,284.6,2.5,0,3.64,91.6,0,12376.9,159.79,1287.0,Active,0,1,0,84.8,10
MOIL-03,Kandri,Maharashtra,Nagpur,2015-01-01,2015,1,9610.2,9330.2,-280.0,97.09,10,9,10.0,46.2,1,16,16,0.0,0,245,5,239.2,8.0,41.38,18966.4,14.8,21.3,0.175,2.3,1.0,4.5,0.3,450,9330.2,9330.2,9610.2,0,280.0,2.91,0,3.65,89.8,0,9384.2,102.12,40.2,Active,0,1,0,86.8,11
MOIL-03,Kandri,Maharashtra,Nagpur,2015-02-01,2015,2,9788.1,9290.8,-497.3,94.92,10,9,9.3,50.7,1,13,13,0.0,0,245,5,239.2,8.0,39.18,15879.5,17.4,23.8,0.18,2.3,1.2,1.8,0.8,449,9330.2,9310.5,9788.1,0,497.3,5.08,1,5.02,96.0,0,9155.7,97.96,0.0,Active,0,1,0,79.7,10
MOIL-03,Kandri,Maharashtra,Nagpur,2015-03-01,2015,3,9788.1,9250.1,-538.0,94.5,10,9,17.0,49.7,2,12,12,0.0,0,245,5,239.2,8.0,42.06,17728.5,16.8,29.3,0.2,2.3,1.6,3.0,0.5,446,9290.8,9290.4,9788.1,0,538.0,5.5,1,4.34,94.3,0,9507.0,102.18,145.6,Active,0,1,0,83.8,11
MOIL-03,Kandri,Maharashtra,Nagpur,2015-04-01,2015,4,9343.2,9098.2,-245.0,97.38,10,9,0.6,40.2,0,15,15,0.0,0,245,5,239.2,8.0,38.56,16203.8,9.6,34.5,0.184,2.2,0.7,4.1,0.4,451,9250.1,9213.0,9343.2,0,245.0,2.62,0,5.3,101.6,0,9394.8,105.17,242.1,Active,0,1,0,82.0,11
MOIL-03,Kandri,Maharashtra,Nagpur,2015-05-01,2015,5,8898.3,8763.2,-135.1,98.48,10,10,1.0,46.5,0,12,11,2.7,1,245,5,239.2,8.0,38.88,16679.7,14.5,37.2,0.193,2.2,1.5,4.4,0.5,450,9098.2,9037.2,8898.3,0,135.1,1.52,0,4.66,111.9,0,8495.2,99.42,0.0,Active,0,1,0,83.8,11
MOIL-03,Kandri,Maharashtra,Nagpur,2015-06-01,2015,6,7563.6,7014.5,-549.1,92.74,10,9,21.9,49.4,3,16,15,3.8,1,245,4,230.4,8.0,40.5,13564.7,176.0,31.4,0.55,5.0,1.5,5.4,8.1,429,8763.2,8292.0,7563.6,0,549.1,7.26,1,6.25,79.6,0,6880.3,96.65,0.0,Active,0,1,1,61.0,7
MOIL-03,Kandri,Maharashtra,Nagpur,2015-07-01,2015,7,6673.7,5510.8,-1162.9,82.57,10,8,33.1,44.3,3,15,12,11.1,3,245,4,224.0,8.0,39.94,13104.1,296.4,28.1,0.55,6.3,1.9,9.1,10.5,439,7014.5,7096.2,6673.7,0,1162.9,17.43,1,8.68,61.9,0,4709.3,101.06,0.0,Active,0,1,1,46.3,5
MOIL-03,Kandri,Maharashtra,Nagpur,2015-08-01,2015,8,6940.7,6382.9,-557.8,91.96,10,7,21.3,49.7,1,14,14,0.0,0,245,4,227.2,8.0,37.83,11352.8,235.4,27.4,0.55,6.6,2.9,8.6,4.1,447,5510.8,6302.7,6940.7,0,557.8,8.04,1,8.67,74.4,0,5545.1,102.96,0.0,Active,0,1,1,54.3,8
MOIL-03,Kandri,Maharashtra,Nagpur,2015-09-01,2015,9,7830.5,7277.4,-553.1,92.94,10,8,24.5,50.4,2,12,11,4.6,1,245,4,231.2,8.0,39.83,15082.1,169.7,28.8,0.55,4.6,2.8,6.9,2.3,444,6382.9,6390.4,7830.5,0,553.1,7.06,1,6.9,83.5,0,6430.9,102.01,0.0,Active,0,1,1,67.1,8
MOIL-03,Kandri,Maharashtra,Nagpur,2015-10-01,2015,10,9076.3,8324.0,-752.3,91.71,10,10,13.2,51.8,3,13,12,2.7,1,245,5,237.6,8.0,36.82,19262.3,48.7,26.7,0.281,2.3,1.4,4.9,2.2,429,7277.4,7328.1,9076.3,0,752.3,8.29,1,4.21,111.9,0,7916.7,96.49,0.0,Active,0,1,0,80.7,10
MOIL-03,Kandri,Maharashtra,Nagpur,2015-11-01,2015,11,9788.1,9574.6,-213.5,97.82,10,9,1.1,47.3,0,16,16,0.0,0,245,5,239.2,8.0,35.71,20787.9,15.8,22.8,0.201,2.1,0.9,4.9,0.6,451,8324.0,8392.0,9788.1,0,213.5,2.18,0,4.32,98.6,0,9475.2,105.31,0.0,Active,0,1,0,77.0,11
MOIL-03,Kandri,Maharashtra,Nagpur,2015-12-01,2015,12,9699.2,9492.4,-206.8,97.87,10,10,3.4,50.2,1,15,15,0.0,0,245,5,240.0,8.0,38.95,18773.0,5.7,20.9,0.175,2.1,1.3,1.1,0.1,446,9574.6,9130.3,9699.2,0,206.8,2.13,0,4.24,108.0,0,8602.1,103.42,0.0,Active,0,1,0,88.2,10
MOIL-03,Kandri,Maharashtra,Nagpur,2016-01-01,2016,1,9924.3,9719.9,-204.4,97.94,10,9,8.2,44.8,1,15,15,0.0,0,245,5,239.2,8.0,38.68,21286.4,9.1,21.3,0.184,2.1,1.0,3.8,0.2,430,9492.4,9595.6,9924.3,0,204.4,2.06,0,4.33,90.7,0,10041.8,102.96,220.9,Active,0,1,0,85.2,9
MOIL-03,Kandri,Maharashtra,Nagpur,2016-02-01,2016,2,10108.1,9992.1,-116.0,98.85,10,10,1.2,45.0,0,16,16,0.0,0,245,5,239.2,8.0,38.26,17154.9,17.4,24.9,0.185,2.1,0.9,3.6,0.6,430,9719.9,9734.8,10108.1,0,116.0,1.15,0,3.88,101.6,0,8593.4,106.43,0.0,Active,0,1,0,86.7,9
MOIL-03,Kandri,Maharashtra,Nagpur,2016-03-01,2016,3,10108.1,10250.5,142.4,101.41,10,10,0.9,49.7,0,14,14,0.0,0,245,5,239.2,8.0,38.96,16801.8,13.8,29.1,0.182,2.1,1.3,1.9,0.4,434,9992.1,9987.5,10108.1,1,0.0,0.0,0,4.3,89.9,0,10392.2,101.73,91.0,Active,0,1,0,83.2,11
MOIL-03,Kandri,Maharashtra,Nagpur,2016-04-01,2016,4,9648.6,9306.0,-342.6,96.45,10,10,6.1,46.9,1,13,13,0.0,0,245,5,239.2,8.0,37.65,19561.2,7.6,34.8,0.157,2.1,1.0,3.5,0.2,448,10250.5,9849.5,9648.6,0,342.6,3.55,0,4.15,95.2,0,8049.5,103.54,0.0,Active,0,1,0,83.0,10
MOIL-03,Kandri,Maharashtra,Nagpur,2016-05-01,2016,5,9189.2,8653.2,-536.0,94.17,10,9,10.2,50.3,1,15,15,0.0,0,245,5,239.2,8.0,39.53,19874.9,19.0,37.8,0.198,2.3,0.8,4.6,0.8,427,9306.0,9403.2,9189.2,0,536.0,5.83,1,4.05,87.4,0,8200.9,108.05,0.0,Active,0,1,0,82.0,11
MOIL-03,Kandri,Maharashtra,Nagpur,2016-06-01,2016,6,7810.8,7193.0,-617.8,92.09,10,8,23.1,45.7,2,12,12,0.0,0,245,4,230.4,8.0,37.54,16340.0,180.2,31.4,0.55,5.1,2.1,6.5,8.0,448,8653.2,8384.1,7810.8,0,617.8,7.91,1,7.64,80.5,0,7211.0,98.78,9.1,Active,0,1,1,62.6,8
MOIL-03,Kandri,Maharashtra,Nagpur,2016-07-01,2016,7,6891.9,5780.8,-1111.1,83.88,10,7,46.5,48.4,4,13,13,0.0,0,245,4,224.0,8.0,39.08,13712.0,293.7,27.1,0.55,5.1,1.9,7.5,8.7,451,7193.0,7209.0,6891.9,0,1111.1,16.12,1,9.46,70.3,0,5896.4,104.27,70.0,Active,0,1,1,46.8,5
